p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.965764428,-0.122448446,0.071,0.108,1,THNSL2
0.965814384,-0.251347091,0.083,0.108,1,EXPH5
0.965944889,-0.202962259,0.137,0.216,1,MAGOHB
0.965995277,0.043980572,0.196,0.27,1,JPT1
0.965997176,-0.524739148,0.25,0.432,1,PTPN11
0.966021033,-0.252974413,0.095,0.135,1,HIRIP3
0.966065077,-0.007618364,0.101,0.135,1,METAP1
0.96620318,-0.065952489,0.125,0.189,1,MED16
0.96632458,-0.069940124,0.399,0.541,1,ATP2C1
0.966393547,-0.174292323,0.19,0.243,1,PHYH
0.96640372,-0.438027826,0.143,0.189,1,CSNK1G3
0.966587345,0.114021063,0.155,0.189,1,TLN2
0.966593739,-0.244951565,0.226,0.27,1,ACIN1
0.966683454,0.817878442,0.155,0.189,1,KIF1B
0.966763272,-0.269032769,0.107,0.189,1,RMDN3
0.966871553,-0.317731695,0.125,0.189,1,TMBIM1
0.966950669,-0.284439834,0.06,0.108,1,ZNF219
0.966962367,-1.129578449,0.107,0.189,1,QRSL1
0.967021843,-0.066532075,0.137,0.189,1,PCLO
0.967021861,0.140077172,0.143,0.162,1,NRCAM
0.967054611,0.106612944,0.19,0.297,1,SYS1
0.967066085,0.095885701,0.113,0.162,1,RLF
0.967251901,-0.533427487,0.042,0.108,1,SLC47A1
0.967254726,0.620154638,0.107,0.135,1,ZNF397
0.967335331,0.265591794,0.179,0.243,1,ACYP1
0.967346017,0.541695994,0.119,0.162,1,TRRAP
0.967404817,-0.115598002,0.464,0.622,1,NDUFS3
0.967615365,-0.424862951,0.173,0.324,1,ATG3
0.967636827,-0.411839878,0.155,0.216,1,SP3
0.967930415,0.25009764,0.125,0.162,1,CRACR2B
0.967953044,-0.046127798,0.185,0.243,1,TSPAN4
0.96805364,-0.250417449,0.071,0.108,1,CIZ1
0.968059844,0.036399588,0.089,0.135,1,MMP15
0.968227798,0.420038556,0.107,0.135,1,TIMM50
0.968351665,0.165891932,0.161,0.189,1,TTC39B
0.968538632,-0.106503383,0.119,0.189,1,MANEA
0.968551855,0.490564265,0.155,0.189,1,CDK10
0.968577679,-0.375930182,0.149,0.216,1,DCTN4
0.968600182,-0.061625594,0.083,0.108,1,TOR1A
0.968840365,-0.299761883,0.202,0.27,1,ZC3H7A
0.969103935,0.731975231,0.083,0.108,1,DHRS12
0.969292217,0.066870311,0.089,0.108,1,ABTB1
0.96947505,-0.262792916,0.119,0.162,1,CNOT8
0.969502834,-0.048496633,0.518,0.649,1,IRX2
